[36mRunning:[0m input.txt
00: seti [123, 0, 3] at [0, 0, 0, 123, 0, 0]
20: gtrr [5, 4, 5] at [0, 52, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 52, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 52, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 53, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 53, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 53, 18, 14290240, 65536, 54]
19: muli [5, 256, 5] at [0, 53, 19, 14290240, 65536, 13824]
20: gtrr [5, 4, 5] at [0, 53, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 53, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 53, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 54, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 54, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 54, 18, 14290240, 65536, 55]
19: muli [5, 256, 5] at [0, 54, 19, 14290240, 65536, 14080]
20: gtrr [5, 4, 5] at [0, 54, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 54, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 54, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 55, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 55, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 55, 18, 14290240, 65536, 56]
19: muli [5, 256, 5] at [0, 55, 19, 14290240, 65536, 14336]
20: gtrr [5, 4, 5] at [0, 55, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 55, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 55, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 56, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 56, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 56, 18, 14290240, 65536, 57]
19: muli [5, 256, 5] at [0, 56, 19, 14290240, 65536, 14592]
20: gtrr [5, 4, 5] at [0, 56, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 56, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 56, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 57, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 57, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 57, 18, 14290240, 65536, 58]
19: muli [5, 256, 5] at [0, 57, 19, 14290240, 65536, 14848]
20: gtrr [5, 4, 5] at [0, 57, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 57, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 57, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 58, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 58, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 58, 18, 14290240, 65536, 59]
19: muli [5, 256, 5] at [0, 58, 19, 14290240, 65536, 15104]
20: gtrr [5, 4, 5] at [0, 58, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 58, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 58, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 59, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 59, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 59, 18, 14290240, 65536, 60]
19: muli [5, 256, 5] at [0, 59, 19, 14290240, 65536, 15360]
20: gtrr [5, 4, 5] at [0, 59, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 59, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 59, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 60, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 60, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 60, 18, 14290240, 65536, 61]
19: muli [5, 256, 5] at [0, 60, 19, 14290240, 65536, 15616]
20: gtrr [5, 4, 5] at [0, 60, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 60, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 60, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 61, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 61, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 61, 18, 14290240, 65536, 62]
19: muli [5, 256, 5] at [0, 61, 19, 14290240, 65536, 15872]
20: gtrr [5, 4, 5] at [0, 61, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 61, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 61, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 62, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 62, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 62, 18, 14290240, 65536, 63]
19: muli [5, 256, 5] at [0, 62, 19, 14290240, 65536, 16128]
20: gtrr [5, 4, 5] at [0, 62, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 62, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 62, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 63, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 63, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 63, 18, 14290240, 65536, 64]
19: muli [5, 256, 5] at [0, 63, 19, 14290240, 65536, 16384]
20: gtrr [5, 4, 5] at [0, 63, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 63, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 63, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 64, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 64, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 64, 18, 14290240, 65536, 65]
19: muli [5, 256, 5] at [0, 64, 19, 14290240, 65536, 16640]
20: gtrr [5, 4, 5] at [0, 64, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 64, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 64, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 65, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 65, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 65, 18, 14290240, 65536, 66]
19: muli [5, 256, 5] at [0, 65, 19, 14290240, 65536, 16896]
20: gtrr [5, 4, 5] at [0, 65, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 65, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 65, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 66, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 66, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 66, 18, 14290240, 65536, 67]
19: muli [5, 256, 5] at [0, 66, 19, 14290240, 65536, 17152]
20: gtrr [5, 4, 5] at [0, 66, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 66, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 66, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 67, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 67, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 67, 18, 14290240, 65536, 68]
19: muli [5, 256, 5] at [0, 67, 19, 14290240, 65536, 17408]
20: gtrr [5, 4, 5] at [0, 67, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 67, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 67, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 68, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 68, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 68, 18, 14290240, 65536, 69]
19: muli [5, 256, 5] at [0, 68, 19, 14290240, 65536, 17664]
20: gtrr [5, 4, 5] at [0, 68, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 68, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 68, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 69, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 69, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 69, 18, 14290240, 65536, 70]
19: muli [5, 256, 5] at [0, 69, 19, 14290240, 65536, 17920]
20: gtrr [5, 4, 5] at [0, 69, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 69, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 69, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 70, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 70, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 70, 18, 14290240, 65536, 71]
19: muli [5, 256, 5] at [0, 70, 19, 14290240, 65536, 18176]
20: gtrr [5, 4, 5] at [0, 70, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 70, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 70, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 71, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 71, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 71, 18, 14290240, 65536, 72]
19: muli [5, 256, 5] at [0, 71, 19, 14290240, 65536, 18432]
20: gtrr [5, 4, 5] at [0, 71, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 71, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 71, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 72, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 72, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 72, 18, 14290240, 65536, 73]
19: muli [5, 256, 5] at [0, 72, 19, 14290240, 65536, 18688]
20: gtrr [5, 4, 5] at [0, 72, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 72, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 72, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 73, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 73, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 73, 18, 14290240, 65536, 74]
19: muli [5, 256, 5] at [0, 73, 19, 14290240, 65536, 18944]
20: gtrr [5, 4, 5] at [0, 73, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 73, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 73, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 74, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 74, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 74, 18, 14290240, 65536, 75]
19: muli [5, 256, 5] at [0, 74, 19, 14290240, 65536, 19200]
20: gtrr [5, 4, 5] at [0, 74, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 74, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 74, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 75, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 75, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 75, 18, 14290240, 65536, 76]
19: muli [5, 256, 5] at [0, 75, 19, 14290240, 65536, 19456]
20: gtrr [5, 4, 5] at [0, 75, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 75, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 75, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 76, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 76, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 76, 18, 14290240, 65536, 77]
19: muli [5, 256, 5] at [0, 76, 19, 14290240, 65536, 19712]
20: gtrr [5, 4, 5] at [0, 76, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 76, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 76, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 77, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 77, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 77, 18, 14290240, 65536, 78]
19: muli [5, 256, 5] at [0, 77, 19, 14290240, 65536, 19968]
20: gtrr [5, 4, 5] at [0, 77, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 77, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 77, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 78, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 78, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 78, 18, 14290240, 65536, 79]
19: muli [5, 256, 5] at [0, 78, 19, 14290240, 65536, 20224]
20: gtrr [5, 4, 5] at [0, 78, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 78, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 78, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 79, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 79, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 79, 18, 14290240, 65536, 80]
19: muli [5, 256, 5] at [0, 79, 19, 14290240, 65536, 20480]
20: gtrr [5, 4, 5] at [0, 79, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 79, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 79, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 80, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 80, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 80, 18, 14290240, 65536, 81]
19: muli [5, 256, 5] at [0, 80, 19, 14290240, 65536, 20736]
20: gtrr [5, 4, 5] at [0, 80, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 80, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 80, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 81, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 81, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 81, 18, 14290240, 65536, 82]
19: muli [5, 256, 5] at [0, 81, 19, 14290240, 65536, 20992]
20: gtrr [5, 4, 5] at [0, 81, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 81, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 81, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 82, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 82, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 82, 18, 14290240, 65536, 83]
19: muli [5, 256, 5] at [0, 82, 19, 14290240, 65536, 21248]
20: gtrr [5, 4, 5] at [0, 82, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 82, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 82, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 83, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 83, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 83, 18, 14290240, 65536, 84]
19: muli [5, 256, 5] at [0, 83, 19, 14290240, 65536, 21504]
20: gtrr [5, 4, 5] at [0, 83, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 83, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 83, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 84, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 84, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 84, 18, 14290240, 65536, 85]
19: muli [5, 256, 5] at [0, 84, 19, 14290240, 65536, 21760]
20: gtrr [5, 4, 5] at [0, 84, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 84, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 84, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 85, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 85, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 85, 18, 14290240, 65536, 86]
19: muli [5, 256, 5] at [0, 85, 19, 14290240, 65536, 22016]
20: gtrr [5, 4, 5] at [0, 85, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 85, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 85, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 86, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 86, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 86, 18, 14290240, 65536, 87]
19: muli [5, 256, 5] at [0, 86, 19, 14290240, 65536, 22272]
20: gtrr [5, 4, 5] at [0, 86, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 86, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 86, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 87, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 87, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 87, 18, 14290240, 65536, 88]
19: muli [5, 256, 5] at [0, 87, 19, 14290240, 65536, 22528]
20: gtrr [5, 4, 5] at [0, 87, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 87, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 87, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 88, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 88, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 88, 18, 14290240, 65536, 89]
19: muli [5, 256, 5] at [0, 88, 19, 14290240, 65536, 22784]
20: gtrr [5, 4, 5] at [0, 88, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 88, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 88, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 89, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 89, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 89, 18, 14290240, 65536, 90]
19: muli [5, 256, 5] at [0, 89, 19, 14290240, 65536, 23040]
20: gtrr [5, 4, 5] at [0, 89, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 89, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 89, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 90, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 90, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 90, 18, 14290240, 65536, 91]
19: muli [5, 256, 5] at [0, 90, 19, 14290240, 65536, 23296]
20: gtrr [5, 4, 5] at [0, 90, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 90, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 90, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 91, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 91, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 91, 18, 14290240, 65536, 92]
19: muli [5, 256, 5] at [0, 91, 19, 14290240, 65536, 23552]
20: gtrr [5, 4, 5] at [0, 91, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 91, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 91, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 92, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 92, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 92, 18, 14290240, 65536, 93]
19: muli [5, 256, 5] at [0, 92, 19, 14290240, 65536, 23808]
20: gtrr [5, 4, 5] at [0, 92, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 92, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 92, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 93, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 93, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 93, 18, 14290240, 65536, 94]
19: muli [5, 256, 5] at [0, 93, 19, 14290240, 65536, 24064]
20: gtrr [5, 4, 5] at [0, 93, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 93, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 93, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 94, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 94, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 94, 18, 14290240, 65536, 95]
19: muli [5, 256, 5] at [0, 94, 19, 14290240, 65536, 24320]
20: gtrr [5, 4, 5] at [0, 94, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 94, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 94, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 95, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 95, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 95, 18, 14290240, 65536, 96]
19: muli [5, 256, 5] at [0, 95, 19, 14290240, 65536, 24576]
20: gtrr [5, 4, 5] at [0, 95, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 95, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 95, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 96, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 96, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 96, 18, 14290240, 65536, 97]
19: muli [5, 256, 5] at [0, 96, 19, 14290240, 65536, 24832]
20: gtrr [5, 4, 5] at [0, 96, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 96, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 96, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 97, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 97, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 97, 18, 14290240, 65536, 98]
19: muli [5, 256, 5] at [0, 97, 19, 14290240, 65536, 25088]
20: gtrr [5, 4, 5] at [0, 97, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 97, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 97, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 98, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 98, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 98, 18, 14290240, 65536, 99]
19: muli [5, 256, 5] at [0, 98, 19, 14290240, 65536, 25344]
20: gtrr [5, 4, 5] at [0, 98, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 98, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 98, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 99, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 99, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 99, 18, 14290240, 65536, 100]
19: muli [5, 256, 5] at [0, 99, 19, 14290240, 65536, 25600]
20: gtrr [5, 4, 5] at [0, 99, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 99, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 99, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 100, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 100, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 100, 18, 14290240, 65536, 101]
19: muli [5, 256, 5] at [0, 100, 19, 14290240, 65536, 25856]
20: gtrr [5, 4, 5] at [0, 100, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 100, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 100, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 101, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 101, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 101, 18, 14290240, 65536, 102]
19: muli [5, 256, 5] at [0, 101, 19, 14290240, 65536, 26112]
20: gtrr [5, 4, 5] at [0, 101, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 101, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 101, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 102, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 102, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 102, 18, 14290240, 65536, 103]
19: muli [5, 256, 5] at [0, 102, 19, 14290240, 65536, 26368]
20: gtrr [5, 4, 5] at [0, 102, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 102, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 102, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 103, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 103, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 103, 18, 14290240, 65536, 104]
19: muli [5, 256, 5] at [0, 103, 19, 14290240, 65536, 26624]
20: gtrr [5, 4, 5] at [0, 103, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 103, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 103, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 104, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 104, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 104, 18, 14290240, 65536, 105]
19: muli [5, 256, 5] at [0, 104, 19, 14290240, 65536, 26880]
20: gtrr [5, 4, 5] at [0, 104, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 104, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 104, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 105, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 105, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 105, 18, 14290240, 65536, 106]
19: muli [5, 256, 5] at [0, 105, 19, 14290240, 65536, 27136]
20: gtrr [5, 4, 5] at [0, 105, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 105, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 105, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 106, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 106, 17, 14290240, 65536, 0]
18: addi [1, 1, 5] at [0, 106, 18, 14290240, 65536, 107]
19: muli [5, 256, 5] at [0, 106, 19, 14290240, 65536, 27392]
20: gtrr [5, 4, 5] at [0, 106, 20, 14290240, 65536, 0]
21: addr [5, 2, 2] at [0, 106, 21, 14290240, 65536, 0]
22: addi [2, 1, 2] at [0, 106, 23, 14290240, 65536, 0]
24: addi [1, 1, 1] at [0, 107, 24, 14290240, 65536, 0]
25: seti [17, 2, 2] at [0, 107, 17, 14290240, 65536, 0]
